Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
0,5.220,23.787,0.457,63.8,139,0.106,0.160,0.040,110.4,119.4,50.4,12.6,23.2,34.4,84,130.2,3596,65.6,20.92,3272,1,652.2,1.696,-5.8,8.5,0.016,130,50,141.8,6.58,5.3,1.36
0,5.273,23.987,0.435,66,140.8,0.078,0.080,0.020,110.2,117.8,50.2,13.2,23,31.2,80,130.6,3596,65.6,22.74,3564,1,655.6,1.696,-5.8,8.52,0.0156,130,50,141.8,6.58,5.3,1.36
0,5.180,23.927,0.000,62.6,138,0.258,0.140,0.100,111.6,118,49.8,15.8,21.8,30.2,80,130.2,3596,66.2,20.24,3262,1,652,1.696,-5.6,8.48,0.0198,130,50,142.2,6.58,5.3,1.36
0,5.187,23.913,0.402,68,145.4,0.156,0.080,0.020,111,121.8,49.8,14.8,20,31.4,88,129.6,3598,65.8,15.78,3246,0.98,654.4,1.648,-5.4,8.46,0.0178,130,50,142.4,6.58,5.3,1.32
0,5.267,23.953,0.363,62.4,136,0.196,0.220,0.020,120.4,120.4,50,22.4,19.8,31.2,82,130.4,3600,65.6,16.64,3310,0.98,657.4,1.648,-5.4,8.52,0.0174,130,50,142.8,6.58,5.28,1.34
D,5.520,23.973,0.367,68.2,137.8,0.076,0.080,0.000,119.8,117.2,50.4,25,19.6,30.6,80,129,3600,66.2,23.4,3244,1.7,654.6,3.44,-5.4,8.64,0.0178,130,50,142.2,7.74,5.62,3.06
D,5.433,23.840,0.427,69.8,140,0.144,0.080,0.120,127.6,120.8,50.6,30.4,21.4,33,84,129.4,3600,66.2,13.38,3192,1.66,706.4,3.34,-5.2,8.68,0.0334,130,50,142.8,7.74,5.56,3.06
A,5.540,24.173,0.343,71.8,142.2,0.156,0.060,0.060,116.2,117.6,50,25.6,20.6,28.4,98,79.2,3606,65.6,21.22,3440,1.58,661.6,3.142,-5.2,8.56,0.0128,80,50,143,7.16,5.54,2.98
A,5.447,24.013,0.353,64.2,133.6,0.14,0.180,0.060,119.4,119.8,50,26,21.8,28.6,96,120,3596,66.4,22.9,3326,1.62,655.6,3.242,-5.2,8.52,0.0166,120,50,142.6,7.18,5.52,3.02
A,5.407,24.000,0.370,69.8,142.2,0.09,0.120,0.040,132.6,118.2,50,31.6,29.4,28.8,94,59,3598,66.4,19.88,3346,1.6,639,3.192,-5.2,8.56,0.0166,0,50,142.6,7.18,5.5,3.04
A,5.433,24.040,0.413,72.2,144.6,0.022,0.300,0.020,123.2,132.8,50,37.8,19.4,27.6,114,60.8,3596,66.4,18.52,3416,1.56,658,3.092,-5.2,8.6,0.0186,0,50,143.2,7.18,5.52,2.96
A,5.500,23.860,0.264,70.4,140.8,0.064,0.180,0.000,0.2,119.4,44.2,0,0.2,0,72,99.4,1020,71.4,14.22,36,1.46,0,2.85,-5.2,8.24,0.1126,100,50,143.4,7.28,5.9,2.78
A,5.527,23.920,0.456,71.2,140.6,0.202,0.060,0.060,0.2,125.6,50.6,0,0.2,0,138,81.6,0,68.8,16.38,36,1.46,440,2.846,-5.2,8.16,0.0296,100,50,143.8,7.28,5.9,2.8
A,5.453,23.973,0.389,74.6,145.6,0.072,0.580,0.180,108.6,0,44.8,33.6,14.6,29.2,122,100,3610,68.4,20.58,3072,1.5,646.8,2.944,-5.2,8.16,0.0104,100,50,143.2,7.24,5.62,2.8
A,5.533,24.080,0.452,66.4,135.4,0.058,0.280,0.020,102.8,0,40.2,29,15.4,28.4,114,96.8,2498,68.6,21.54,3108,1.44,644.6,2.796,-5.2,8.2,0.012,100,50,142.8,7.24,5.66,2.8
A,5.547,23.953,0.000,72.4,144.2,0.0560000000000001,0.120,0.240,106,0,45.2,31,15.2,29.2,116,100.2,3606,68.4,16.22,3118,1.5,675,2.944,-5.2,8.12,0.0094,100,50,143.6,7.24,5.64,2.82
B,5.273,24.027,0.395,65.2,139.2,0.056,0.040,0.020,116.6,0,44.6,29.2,28.2,26,104,100.4,3602,66.4,20.48,3082,0.94,660.2,1.546,-5.2,8.28,0.0068,100,50,143.6,6.6,5.4,1.34
B,5.307,24.093,0.357,69.4,143.4,0.078,0.480,0.060,119,0,44.4,29.6,28.6,27.8,104,100.6,3600,66.4,18.32,3062,0.94,645.2,1.546,-5.2,8.26,0.0058,100,50,143,6.58,5.4,1.34
B,5.340,24.047,0.392,62.4,134,0.052,0.100,0.040,119.8,0,44.4,29.8,27.8,28,106,99.8,3600,67,22.16,3072,0.96,650.4,1.596,-5.2,8.2,0.0086,100,50,143.2,6.58,5.38,1.4
B,5.233,23.713,0.395,67.2,141.4,0.15,0.000,0.240,118,0,45.2,29.4,28.2,25.4,106,98.8,3598,67,19.98,3092,0.94,659.8,1.548,-5,8.22,0.0096,100,50,142.8,6.58,5.38,1.4
B,5.340,24.100,0.411,65,137.8,0.036,0.100,0.000,119.4,0,44,29.4,27.8,28.2,100,99,3600,67,12.08,3078,0.92,679,1.496,-5,8.22,0.0088,100,50,142.8,6.58,5.36,1.4
B,5.340,24.087,0.387,65,137.8,0.064,0.080,0.040,116.8,0,44.4,30.6,27.6,25.2,102,100,3598,67,21.98,3042,0.94,658.2,1.548,-5,8.36,0.0094,100,50,142.8,6.58,5.4,1.4
B,5.327,23.940,0.399,64.4,137.4,0.172,0.200,0.020,121.6,0,44.4,34.2,27,27.4,102,99.6,3602,67.2,17.84,3060,0.92,652.6,1.496,-4.8,8.36,0.0094,100,50,142.8,6.58,5.4,1.4
B,5.260,23.793,0.390,66.8,140.4,0.152,0.160,0.140,124,0,44.6,35,28.6,27,106,100.4,3600,69.4,17.16,3024,0.94,657.4,1.548,-4.8,8.36,0.042,100,50,142,6.54,5.4,1.44
B,5.273,23.920,0.315,72.6,148.6,0.06,0.280,0.060,123.6,0,43.8,36.6,28.6,25.2,106,100.2,3606,69,16.9,3062,0.94,655.2,1.548,-4.8,8.38,0.0432,100,50,142.6,6.54,5.4,1.44
B,5.233,23.847,0.336,69.2,143.6,0.158,0.000,0.220,155.4,118.2,53.8,45.8,37.2,36.4,126,93,1004,69.2,17.9,1038,0.88,0,1.398,-4.8,8.36,0.042,100,50,141.6,6.54,5.4,1.42
C,5.187,23.980,0.449,71,148.8,0.062,0.220,0.040,124,0,44.8,37,26.6,27.8,124,120,3604,68.6,14.98,3018,0.8,634.2,1.198,-4.8,8.34,0.0442,120,50,142.2,6.52,5.36,1.44
B,5.233,23.860,0.468,63.6,138.2,0.13,0.180,0.020,126.8,0,45.6,39.8,27.4,27.8,122,120.6,3602,68.4,16.58,3058,0.84,654.2,1.298,-4.8,8.36,0.0432,120,50,142.4,6.54,5.32,1.42
C,5.273,23.960,0.403,61.4,134.6,0.15,0.180,0.020,128,0,44.6,41.4,26.6,11.8,84,121,3602,66.8,16.04,3044,0.94,654.2,1.548,-4.8,8.3,0.0444,120,50,141.6,6.5,5.34,1.52
C,5.227,24.007,0.442,61,135.6,0.136,0.540,0.060,132.6,0,45.2,43.8,28,12.8,86,121.4,3600,67.2,17.34,3028,0.84,664.8,1.298,-4.6,8.32,0.0438,120,50,141.6,6.5,5.3,1.38
D,5.513,23.847,0.415,67.2,135.8,0.112,0.120,0.060,147.4,0,46.4,52.2,31.8,14.6,86,120.2,3598,67.4,15.6,3092,1.64,652,3.292,-4.6,8.4,0.0438,120,46,142.6,7.76,5.68,3.08
D,5.447,23.867,0.341,70.6,142.6,0.054,0.120,0.020,131,0,47,39.2,30,28.6,86,119.6,3604,67.6,22.02,3112,1.64,652.8,3.292,-4.8,8.38,0.0446,120,46,141.4,7.76,5.66,3.04
D,5.467,23.873,0.418,72.6,144,0.082,0.120,0.020,111.8,0,45.6,27.4,21.4,28,80,120.8,3594,67.6,19.76,3044,1.64,656.6,3.292,-4.8,8.4,0.0436,120,46,142.2,7.76,5.64,3.04
D,5.567,23.987,0.423,70,139.8,0.114,0.140,0.080,0.2,105.6,41.6,0,0.2,0,110,132.6,0,68.8,17.22,2166,1.56,0,3.094,-4.8,8.38,0.0456,120,46,142.4,7.74,5.74,3.1
D,5.567,23.800,0.453,65.4,133,0.078,0.060,0.020,115.4,0,46,26.6,23.6,30.8,82,119.6,3602,68.6,16.1,3074,1.64,647.6,3.294,-4.8,8.38,0.0442,120,46,142.2,7.74,5.7,3.1
D,5.587,23.933,0.427,67.6,135.6,0.078,0.140,0.020,0.2,128,39.6,0,0.2,0,110,151.8,0,67.2,19.44,782,1.56,0,3.092,-4.8,8.4,0.0436,120,46,142.8,7.78,5.76,3.06
D,5.540,24.013,0.384,68.6,137,0.088,0.220,0.060,116.6,106.4,45.8,27.6,23.4,32,82,120,3602,67.2,17.52,3090,1.64,652.2,3.292,-4.6,8.42,0.0454,120,46,142.4,7.78,5.74,3.06
D,5.513,23.827,0.453,70.2,139.8,0.168,0.100,0.060,110.2,0,46,25.4,22.6,28.6,88,120.4,3598,67.4,21.22,3108,1.64,648.8,3.292,-4.6,8.44,0.0464,120,46,141.8,7.74,5.68,3.08
D,5.513,23.887,0.422,65.6,134.8,0.148,0.060,0.020,106.4,0,45.2,24.2,21.2,28.6,84,120.8,3600,67,15.62,3076,1.64,651.6,3.292,-4.8,8.42,0.0466,120,46,142,7.74,5.68,3.08
D,5.547,24.047,0.405,73.4,143,0.166,0.200,0.060,104.4,0,45.8,21.8,22.2,27.4,80,120,3610,68.4,20.88,3058,1.72,657.4,3.492,-5.2,8.42,0.0446,120,46,141.6,7.74,5.72,3.14
D,5.520,23.993,0.423,72.2,142.6,0.032,0.320,0.040,102.8,0,48,14,23.2,28.4,86,119.8,3606,67.4,23.68,3136,1.66,664.4,3.342,-5.2,8.42,0.0464,120,46,141.6,7.78,5.7,3.06
D,5.433,23.767,0.462,76,149.2,0.258,0.420,0.100,91.8,0,46.8,14.2,20,23.4,88,118.6,3600,66.6,16.5,3188,1.68,653.8,3.39,-5.2,8.4,0.0454,120,46,142.4,7.78,5.7,3.06
D,5.473,23.840,0.431,73.2,144.2,0.148,0.060,0.060,94.4,0,46.8,20.4,18.2,20.4,80,117.4,3790,66.6,20.4,3156,1.68,692.8,3.39,-5.4,8.48,0.0444,120,46,142,7.78,5.68,3.06
B,5.273,24.093,0.000,68.4,144.2,0,0.180,0.020,93.8,0,45.8,15.2,18,25,102,120.6,3794,67.8,17.66,3074,0.94,688.6,1.548,-5.4,8.38,0.0488,120,46,142.2,6.58,5.4,1.32
B,5.293,23.980,0.471,67.6,142.6,0.156,0.160,0.040,97,0,46,15.8,18.4,25.4,96,119.6,3790,67.8,16.9,3070,0.96,690.6,1.598,-5.4,8.38,0.0488,120,46,142.8,6.56,5.38,1.34
B,5.253,23.780,0.410,63,135.6,0.248,0.600,0.160,89,0,46,12,18.6,24.2,106,119.6,3790,68,15.88,3082,0.96,688,1.598,-5.4,8.38,0.0486,120,46,142.4,6.52,5.4,1.36
B,5.280,23.913,0.000,64.2,137.8,0.0579999999999999,0.260,0.060,87.4,0,46.4,11,17.6,24.8,100,115.4,3794,68,21.7,3196,0.94,720.2,1.548,-5.4,8.4,0.0472,120,46,142.6,6.54,5.4,1.36
B,5.300,23.940,0.000,62.2,134.4,0,0.260,0.040,95.2,107,46.2,12,21.6,26.4,102,120.4,3792,68,16.82,3072,0.96,693.6,1.598,-5.4,8.38,0.0476,120,46,142.2,6.52,5.42,1.36
B,5.260,23.993,0.424,69.8,144.8,0.142,0.080,0.060,111.8,0,47,12.4,29.2,35.6,106,80,3612,68,18.48,3216,0.96,656.6,1.598,-5.4,8.44,0.0466,80,50,141.6,6.52,5.4,1.36
B,5.200,24.047,0.394,72.2,149.6,0.088,0.020,0.080,142.6,123.8,50.2,18.2,40.8,45.2,104,80.4,3628,68,19.7,3350,0.94,646.4,1.548,-5.4,8.4,0.0466,80,50,142.4,6.52,5.4,1.36
B,5.187,24.020,0.399,64.8,141.6,0.192,0.260,0.060,96.8,123.6,50,5.2,27.2,29.4,108,79.6,3614,67.6,18.08,3310,0.98,655.8,1.648,-5.6,8.46,0.047,80,50,143,6.54,5.3,1.34
B,5.200,23.927,0.362,61.6,136,0.018,0.100,0.060,94.8,125.2,50.2,4.4,26.2,29,106,80,3616,67.4,17.96,3312,0.96,658,1.596,-5.6,8.46,0.0462,80,50,142.6,6.54,5.32,1.34
B,5.233,24.073,0.407,64.6,140.4,0.076,0.180,0.060,85.6,119.8,49.6,3.2,24,25.8,102,79.8,3612,67.4,16.44,3316,0.98,657.4,1.648,-5.6,8.46,0.0454,80,50,142.8,6.54,5.32,1.34
B,5.267,23.913,0.341,71.4,147.8,0.05,0.060,0.020,86.2,128.8,50,1.2,25.4,27.8,100,80.2,3620,65.6,24.04,3320,0.96,653.8,1.598,-5.8,8.5,0.0532,80,50,142.8,6.56,5.32,1.32
B,5.340,23.980,0.303,66.8,139.8,0.07,0.140,0.040,0.2,131.8,50,0.2,0.2,0,128,83.6,0,66,17.32,36,0.88,0,1.398,-5.6,8.52,0.0464,80,50,142.4,6.56,5.34,1.3
B,5.327,23.980,0.340,63.8,136.2,0.044,0.240,0.040,88.4,129.6,49.8,1,26.6,29.4,100,80,3618,65.6,18.26,3314,0.96,656.2,1.596,-5.6,8.42,0.047,80,50,142.8,6.56,5.34,1.3
B,5.267,24.067,0.295,73,150.2,0.18,0.080,0.080,87,127.6,49.6,1.2,24.8,29.6,102,79.8,3620,65.6,19.14,3284,0.96,662.8,1.596,-5.6,8.44,0.0562,80,50,142.4,6.58,5.3,1.32
B,5.313,24.013,0.343,70.6,145.6,0.00599999999999995,0.280,0.060,100.6,118.2,49.8,6.6,23,36.8,100,80.4,3694,66,13.02,3220,0.96,676.2,1.596,-5.6,8.4,0.0592,80,50,142.6,6.58,5.34,1.34
B,5.267,23.927,0.281,63,136.4,0.06,0.240,0.040,115,127.8,50.2,9.4,27.4,39.2,106,80,3694,65.6,15.92,3312,0.94,671.8,1.548,-5.6,8.5,0.04,80,50,141.8,6.56,5.28,1.3
B,5.280,24.000,0.293,64.4,138.4,0.064,0.160,0.000,93.8,121.4,50.2,5.6,22,32.4,106,76.6,3288,65.6,16.2,3380,0.94,558.4,1.548,-5.6,8.54,0.0388,80,50,142.2,6.56,5.3,1.32
B,5.313,23.900,0.330,61.4,134.4,0.162,0.320,0.080,107,121.8,49.6,8,25.8,36.8,102,80,3692,65.6,18.72,3288,0.96,669.4,1.596,-5.6,8.44,0.0392,80,50,142,6.56,5.3,1.32
B,5.273,23.927,0.305,68.8,144.4,0.1,0.060,0.020,106.4,122.8,50.4,9.6,25.6,35.8,100,80,3688,65.6,20.76,3304,0.96,665.8,1.596,-5.6,8.52,0.0382,80,50,142.2,6.56,5.3,1.32
B,5.280,24.007,0.201,65.4,139.4,0.056,0.140,0.060,114.4,124.2,49.4,11.6,27.6,38.6,108,80.4,3690,64.8,17.24,3308,0.98,666.4,1.648,-5.8,8.48,0.0364,80,50,142.2,0,5.26,0
B,5.273,23.880,0.262,65.6,140.6,0.09,0.120,0.020,110.8,122.4,50,11.6,27.4,37.4,106,80,3690,64.8,19.62,3264,1,675.8,1.698,-5.8,8.48,0.0356,80,50,142.2,0,5.26,0
B,5.287,23.873,0.205,63.4,135.8,0.058,0.140,0.100,122.4,123.6,50,12.6,31.8,41.4,102,80.2,3688,64.8,17.48,3312,1,670,1.698,-6,8.54,0.0366,80,50,141.6,0,5.28,0
B,5.240,23.993,0.263,70.4,146.6,0.056,0.020,0.060,98.4,126.2,48.8,6.4,22.8,36.4,100,79.6,3700,65.2,22.02,3292,1,668,1.698,-6,8.5,0.0362,80,50,143.4,0,5.26,0
B,5.280,23.887,0.280,66.8,141.4,0.102,0.260,0.040,111.2,126,50.2,10.4,26.6,38.8,88,79.8,3692,66.8,18.54,3312,1.02,675,1.746,-6,8.5,0.041,80,50,143,6.56,5.28,1.36
A,5.493,23.867,0.315,71.8,141.4,0.028,0.140,0.100,108.8,130.2,49.6,10.2,25.8,39,86,79.6,3800,65.6,20.98,3264,1.62,689.8,3.24,-6,8.46,0.034,80,50,142.6,7.22,5.52,2.84
A,5.473,23.947,0.317,74,145,0.02,0.060,0.140,103.4,125.2,49.6,8.8,24,36.4,80,122.4,3792,65.6,18.82,3196,1.64,676.2,3.29,-6,8.46,0.0334,120,50,143.2,7.22,5.52,2.84
A,5.440,24.033,0.303,68,138.8,0.152,0.120,0.100,108,126.6,49.8,8.4,28.2,37.6,86,81,3790,66,16.34,3292,1.66,684.8,3.34,-6,8.5,0.0332,80,50,142.6,7.22,5.52,2.9
A,5.513,24.007,0.323,68.8,138.4,0.12,0.060,0.060,111.6,124.4,50.6,10.4,28,38.8,110,79,3898,68.6,19.62,3280,1.62,708.2,3.244,-6,8.46,0.0318,80,50,143,7.22,5.54,2.9
A,5.467,24.027,0.349,71.2,142.2,0.062,0.160,0.080,111.2,124.2,50,10.8,28,38,80,86.4,3908,65.8,16.88,3264,1.66,691.6,3.34,-6,8.5,0.0326,80,50,142.6,7.24,5.52,2.9
A,5.387,24.013,0.309,68.2,141,0.022,0.240,0.020,107.6,123,50.2,9.4,25.4,38.6,108,80,3900,66.8,23.92,3302,1.72,709,3.488,-6,8.48,0.033,80,50,142.4,7.18,5.48,3.1
A,5.293,23.840,0.265,62.8,136.4,0.074,0.200,0.080,93.8,121.8,56.4,5,22,34,126,77.6,3508,66,18.96,3556,1.64,611.6,3.29,-6.2,8.4,0.0432,80,50,142.4,7.2,5.4,3.02
B,5.273,23.893,0.275,60,131.8,0.12,0.180,0.060,0.2,126,54.8,0,0.2,0,132,84.8,0,67.4,13.54,180,0.9,0,1.448,-6.2,8.54,0.0432,80,50,142.2,6.56,5.34,1.4
B,5.273,24.080,0.253,67.6,142.4,0.088,0.220,0.020,107.6,126,50.6,7.6,26.4,40.6,102,79.8,3794,65.2,17.74,3180,1.02,688,1.746,-6.4,8.54,0.0386,80,50,142.2,6.56,5.3,1.36
B,5.233,24.047,0.269,66.4,143.6,0.056,0.420,0.140,110.8,124.2,50.6,12,25.6,39.4,100,79.4,3794,65.2,18.34,3222,1.02,684.8,1.746,-6.4,8.54,0.0388,80,50,141.6,6.56,5.3,1.36
B,5.327,24.080,0.245,69.8,146.6,0.04,0.380,0.160,103,127.2,49.4,8.8,23,39,104,80.4,3802,66,23.9,3056,1.02,686.6,1.746,-6.4,8.54,0.038,80,50,146.4,6.56,5.28,1.36
C,5.440,0.000,0.251,70.6,141.8,0.026,0.140,0.060,113.6,123.4,50,15.8,23.2,41.4,106,80.2,3794,67.4,19.04,3242,1.02,684.4,1.746,-6,8.46,0.0336,80,50,144,6.62,5.48,1.48
C,5.453,0.000,0.251,70.6,141.8,0.026,0.140,0.060,118,126.8,50,17.2,24.2,42.8,106,80.2,3794,67.4,21.82,3234,1,692.4,1.698,-6,8.46,0.0328,80,50,147,6.62,5.48,1.48
C,5.420,23.900,0.346,67,138.8,0.06,0.260,0.040,114.6,129.8,52.4,9,29.6,44.8,90,85.2,3604,68,18.24,3274,0.98,849.4,1.648,-6,8.46,0.0326,120,50,145.4,6.62,5.48,1.48
B,5.080,24.173,0.165,65.6,143.2,0.03,0.180,0.100,118.4,126.4,50.4,14.6,29,41.2,106,80,3724,68,16.26,3288,0.98,678.2,1.648,-6,8.46,0.0326,80,50,145.4,6.6,5.48,1.48
B,5.347,24.020,0.327,66.4,140,0.052,0.000,0.040,106.2,126.8,50.2,10.8,24.4,37.8,104,80,3808,65.4,22.84,3268,1,692,1.698,-6,8.56,0.0454,80,50,145.8,6.54,5.34,1.36
B,5.333,24.040,0.267,63.6,135.8,0.02,0.140,0.060,117.2,129,49.2,13,26.6,40.4,102,81,3810,65.6,18.76,3212,1,697.2,1.696,-5.8,8.58,0.0462,80,50,146,6.54,5.32,1.34
B,5.267,24.000,0.359,71,148,0.046,0.140,0.160,115.6,124.4,49.6,15.8,27.2,38.6,98,80.2,3808,65.6,22.48,3232,0.98,691,1.648,-5.8,8.6,0.0444,80,50,146.2,6.54,5.34,1.36
B,5.293,23.993,0.299,68.8,143.6,0.1,0.200,0.060,105.4,123,50.8,9.8,23.8,37.4,100,79.8,3816,65.8,16.32,3234,1,693.2,1.696,-5.8,8.54,0.0506,80,50,146.8,6.56,5.3,1.36
B,5.313,23.933,0.295,66.2,139.8,0.126,0.080,0.020,114.6,126.6,50,13.4,26.8,39.6,106,80.4,3810,65.6,16.52,3226,0.98,693.4,1.648,-5.8,8.6,0.0414,80,50,145.4,6.54,5.34,1.36
B,5.293,23.953,0.303,68.4,142.2,0.12,0.380,0.080,90.2,121,55.8,6.8,20,33,104,76.8,3434,65.8,16.14,3580,0.88,597,1.398,-5.8,8.54,0.0488,80,50,145.8,6.54,5.34,1.36
B,5.307,23.953,0.291,67,140.8,0.024,0.180,0.020,113,125.2,50.6,12.4,27.2,39.6,94,78.4,3812,65.4,17.44,3270,1,688.2,1.698,-5.8,8.58,0.0424,80,50,147.2,6.54,5.34,1.36
B,5.340,23.973,0.265,70,145,0.072,0.340,0.080,113.6,125,49.2,13,26.8,38.4,100,81,3810,64.8,16.48,3214,0.98,695,1.648,-5.8,8.58,0.0396,80,50,146.4,6.52,5.34,1.34
B,5.320,23.987,0.266,68.4,142.8,0.04,0.020,0.000,105.6,124,49.8,10.6,25.8,37,98,79,3808,64.8,23.5,3256,0.98,683.6,1.648,-5.8,8.6,0.0404,80,50,147.2,6.52,5.34,1.34
B,5.207,23.993,0.291,71.2,149.4,0.124,0.060,0.060,108,127.6,50.2,10.4,25.4,39.2,100,79.8,3808,65.2,21.68,3250,0.98,686.6,1.648,-6,8.6,0.0384,80,50,146.2,6.56,5.24,1.32
B,5.333,23.940,0.274,65.2,138,0.07,0.220,0.020,100.6,122.8,50,8.6,22.6,36.2,98,80,3808,65.4,16.38,3286,0.98,692.4,1.648,-6,8.66,0.0442,80,50,146,6.52,5.28,1.3
B,5.307,24.193,0.284,64.6,137.8,0.084,0.240,0.080,109.4,122.2,49.4,11,25.6,39.4,98,80.4,3852,65.6,23.52,3220,0.98,702.2,1.596,-6,8.56,0.039,80,50,146.4,6.54,5.26,1.32
B,5.253,24.280,0.295,65.4,140,0.092,0.220,0.060,107.8,119,49.6,11.4,23.6,39.4,108,79.4,3852,66,19.06,3266,0.98,697.6,1.646,-5.8,8.62,0.0374,80,50,146.4,6.54,5.26,1.44
B,5.273,24.020,0.270,66,141,0.056,0.200,0.020,108,123,50,12.8,22.6,39.6,102,80.4,3860,65.6,22.82,3288,1,699,1.696,-5.6,8.6,0.0386,80,50,146.6,6.54,5.26,1.44
B,5.293,23.947,0.292,68,142.6,0.112,0.120,0.020,106.2,124.4,50.8,19.4,18.8,37.4,94,79.2,3854,65.6,22.26,3366,1,706.4,1.696,-5.4,8.6,0.036,80,50,145.8,6.54,5.28,1.42
B,5.273,23.947,0.275,67.2,142.4,0.072,0.200,0.040,107.6,123.4,49.6,21.6,18.8,37.8,102,81.2,3852,65,21.76,3262,0.92,706.8,1.498,-5.4,8.6,0.0372,80,50,145.6,6.56,5.28,1.32
A,5.373,23.880,0.315,67,139.6,0.088,0.040,0.020,114.8,125,49.8,25,20.6,39,82,80.6,3806,65.2,16.28,3292,1.6,693.4,3.19,-5.2,8.54,0.035,80,50,146.4,7.18,5.42,3
A,5.413,23.973,0.305,71.4,143.6,0.056,0.460,0.060,0.2,128,44.2,0,0.2,0,0,80,0,66.8,15.84,798,1.58,0,3.142,-5.2,8.44,0.035,80,50,147,7.08,5.46,3.3
D,5.600,23.833,0.097,76.4,145.4,0.00799999999999999,0.120,0.040,8.2,127.4,49.4,0,0.2,0,118,85.2,0,65.6,21.6,3280,1.6,0,3.192,-5.4,8.68,0.0354,80,50,145.8,7.76,5.6,3.06
D,5.613,23.953,0.237,71,138.8,0.06,0.240,0.020,123.6,124.4,50,22,28.4,41.4,80,79.4,3808,64.4,23.3,3278,1.66,694,3.34,-5.4,8.7,0.0322,80,50,146,7.76,5.66,3.06
D,5.600,23.927,0.317,71,139.2,0.076,0.160,0.000,119.8,126.2,50.6,19.6,28,40.8,80,78.8,3808,64.6,22.98,3318,1.68,689.4,3.39,-5.4,8.66,0.0334,80,50,145.8,7.76,5.68,3.06
D,5.567,23.907,0.277,74,143.6,0.142,0.100,0.020,110,124.8,50,12.6,27.2,41,88,79.8,3808,64.6,16.4,3288,1.68,686.8,3.39,-5.4,8.66,0.049,80,50,147.4,7.76,5.64,3.06
D,5.500,23.913,0.250,71.6,140.6,0.02,0.060,0.240,98.6,127.4,49.6,8,23.8,37,86,80.4,3808,64.6,23.1,3260,1.68,698.2,3.39,-5.4,8.74,0.0494,80,50,146.8,7.76,5.62,3.06
D,5.607,23.980,0.261,66.8,134.4,0.12,0.240,0.060,96.2,124.8,50,7.6,22.8,36.2,84,80.8,3806,64.8,17.68,3280,1.7,689.4,3.44,-5.4,8.68,0.0484,80,50,147.4,7.76,5.62,3.06
D,5.580,23.920,0.243,70.6,140.2,0.074,0.240,0.060,59.2,129.2,48.2,8.6,7,14.6,104,108.4,1008,65,13.1,3366,1.64,0,3.29,-5.4,8.68,0.0474,80,50,146.8,7.76,5.64,3.04
D,5.587,23.933,0.293,68,135.6,0.144,0.260,0.080,94.4,121.6,49.8,7.6,22.6,34.6,82,79.8,3808,64,17.88,3276,1.66,695.8,3.34,-5.4,8.72,0.0352,80,50,147,7.76,5.64,3.06
D,5.600,24.000,0.271,67,135,0.046,0.140,0.040,95.2,120.2,49.8,7,21.4,35,80,77.2,3806,64,16.08,3260,1.7,702.2,3.44,-5.4,8.74,0.0352,80,50,146.6,7.76,5.62,3.08
B,5.227,0.000,0.269,60,136.4,0.168,0.000,0.000,97.6,126,50,6.6,22.6,35.8,106,79.6,3808,65.8,16.06,3274,0.98,696.6,1.648,-5.4,8.6,0.0348,80,50,146.6,6.58,5.32,1.36
B,5.313,23.980,0.354,63,135.8,0.128,0.100,0.040,93.4,125,50,5.4,22.2,34.2,100,79.8,3804,65.6,18.92,3264,0.96,690.6,1.596,-5.6,8.64,0.035,80,50,147,6.58,5.3,1.34
B,5.267,23.947,0.400,71.2,145.8,0.072,0.240,0.140,91.2,124.6,50,4.8,21.8,34.2,98,79.4,3806,65.6,20.14,3266,1,691.2,1.696,-5.6,8.62,0.0338,80,50,146.8,6.58,5.3,1.36
B,5.287,24.013,0.349,66,140,0.058,0.020,0.020,91,124.4,49.8,4.4,22.8,33,98,80.6,3804,65.2,19.9,3248,0.96,695,1.598,-5.6,8.68,0.032,80,50,147,6.6,5.36,1.36
B,5.320,23.907,0.335,72.6,147.2,0.042,0.120,0.040,102.2,126,50.2,10.6,25.4,35.2,96,80.2,3850,65.2,21.92,3288,0.96,694.2,1.598,-5.6,8.7,0.034,80,50,147.2,6.6,5.36,1.36
B,5.307,23.927,0.397,70.2,144.2,0.126,0.200,0.060,98.2,120.8,49.8,9.2,22.8,34.6,102,100,3866,65.8,12.8,3200,0.94,712.2,1.548,-5.6,8.7,0.0346,100,50,146.6,6.58,5.32,1.32
B,5.313,23.907,0.356,68.2,142.4,0.106,0.400,0.020,99.8,126.4,50,8.8,24.4,34,104,100.4,3864,65.8,17.68,3286,0.96,692,1.596,-5.6,8.66,0.0338,100,50,147,6.58,5.34,1.32
B,5.293,23.893,0.366,69.2,143.8,0.076,0.300,0.040,100,124.4,50.2,8.8,25,34.4,102,110.2,3870,66,21.4,3266,0.96,702,1.596,-5.6,8.68,0.0336,110,50,147,6.58,5.34,1.32
